,slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread,2 Day Shifted Rolling Mean,2 Day Shifted SD,2 Day Rolling Mean,2 Day SD,3 Day Shifted Rolling Mean,3 Day Shifted SD,3 Day Rolling Mean,3 Day SD,4 Day Shifted Rolling Mean,4 Day Shifted SD,4 Day Rolling Mean,4 Day SD,5 Day Shifted Rolling Mean,5 Day Shifted SD,5 Day Rolling Mean,5 Day SD,6 Day Shifted Rolling Mean,6 Day Shifted SD,6 Day Rolling Mean,6 Day SD,7 Day Shifted Rolling Mean,7 Day Shifted SD,7 Day Rolling Mean,7 Day SD,8 Day Shifted Rolling Mean,8 Day Shifted SD,8 Day Rolling Mean,8 Day SD,9 Day Shifted Rolling Mean,9 Day Shifted SD,9 Day Rolling Mean,9 Day SD,10 Day Shifted Rolling Mean,10 Day Shifted SD,10 Day Rolling Mean,10 Day SD,11 Day Shifted Rolling Mean,11 Day Shifted SD,11 Day Rolling Mean,11 Day SD,12 Day Shifted Rolling Mean,12 Day Shifted SD,12 Day Rolling Mean,12 Day SD,13 Day Shifted Rolling Mean,13 Day Shifted SD,13 Day Rolling Mean,13 Day SD,14 Day Shifted Rolling Mean,14 Day Shifted SD,14 Day Rolling Mean,14 Day SD,15 Day Shifted Rolling Mean,15 Day Shifted SD,15 Day Rolling Mean,15 Day SD,16 Day Shifted Rolling Mean,16 Day Shifted SD,16 Day Rolling Mean,16 Day SD,17 Day Shifted Rolling Mean,17 Day Shifted SD,17 Day Rolling Mean,17 Day SD,18 Day Shifted Rolling Mean,18 Day Shifted SD,18 Day Rolling Mean,18 Day SD,19 Day Shifted Rolling Mean,19 Day Shifted SD,19 Day Rolling Mean,19 Day SD,20 Day Shifted Rolling Mean,20 Day Shifted SD,20 Day Rolling Mean,20 Day SD,21 Day Shifted Rolling Mean,21 Day Shifted SD,21 Day Rolling Mean,21 Day SD,22 Day Shifted Rolling Mean,22 Day Shifted SD,22 Day Rolling Mean,22 Day SD,23 Day Shifted Rolling Mean,23 Day Shifted SD,23 Day Rolling Mean,23 Day SD,24 Day Shifted Rolling Mean,24 Day Shifted SD,24 Day Rolling Mean,24 Day SD,25 Day Shifted Rolling Mean,25 Day Shifted SD,25 Day Rolling Mean,25 Day SD,26 Day Shifted Rolling Mean,26 Day Shifted SD,26 Day Rolling Mean,26 Day SD,27 Day Shifted Rolling Mean,27 Day Shifted SD,27 Day Rolling Mean,27 Day SD,28 Day Shifted Rolling Mean,28 Day Shifted SD,28 Day Rolling Mean,28 Day SD,29 Day Shifted Rolling Mean,29 Day Shifted SD,29 Day Rolling Mean,29 Day SD,30 Day Shifted Rolling Mean,30 Day Shifted SD,30 Day Rolling Mean,30 Day SD,31 Day Shifted Rolling Mean,31 Day Shifted SD,31 Day Rolling Mean,31 Day SD
243,bitcoin,BTC,Bitcoin,2013-12-27,1,763.28,777.51,713.6,735.07,46862700.0,8955394564.0,0.3359,63.91,731.45,5.119453095790611,731.45,5.119453095790611,735.9833333333332,8.64625545154274,735.9833333333332,8.64625545154274,741.02,12.30083466002745,741.02,12.30083466002745,743.618,12.133874896338742,743.618,12.133874896338742,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
244,bitcoin,BTC,Bitcoin,2013-12-28,1,737.98,747.06,705.35,727.83,32505800.0,8869918644.0,0.539,41.71,731.45,5.119453095790611,731.45,5.119453095790611,735.9833333333332,8.64625545154274,735.9833333333332,8.64625545154274,741.02,12.30083466002745,741.02,12.30083466002745,743.618,12.133874896338742,743.618,12.133874896338742,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
245,bitcoin,BTC,Bitcoin,2013-12-29,1,728.05,748.61,714.44,745.05,19011300.0,9082103621.0,0.8958,34.17,731.45,5.119453095790611,736.4399999999998,12.17637877203231,735.9833333333332,8.64625545154274,735.9833333333332,8.64625545154274,741.02,12.30083466002745,741.02,12.30083466002745,743.618,12.133874896338742,743.618,12.133874896338742,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
246,bitcoin,BTC,Bitcoin,2013-12-30,1,741.35,766.6,740.24,756.13,20707700.0,9217167990.0,0.6028,26.36,736.4399999999998,12.17637877203231,750.5899999999999,7.834743135547012,735.9833333333332,8.64625545154274,743.0033333333332,14.260579698361964,741.02,12.30083466002745,741.02,12.30083466002745,743.618,12.133874896338742,743.618,12.133874896338742,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
247,bitcoin,BTC,Bitcoin,2013-12-31,1,760.32,760.58,738.17,754.01,20897300.0,9191325349.0,0.7068,22.41,750.5899999999999,7.834743135547012,755.0699999999998,1.499066376115336,743.0033333333332,14.260579698361964,751.7299999999999,5.881360386849211,741.02,12.30083466002745,745.755,12.878771939384063,743.618,12.133874896338742,743.618,12.133874896338742,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
248,bitcoin,BTC,Bitcoin,2014-01-01,1,754.97,775.35,754.97,771.4,22489400.0,9403308145.0,0.8062,20.38,755.0699999999998,1.499066376115336,762.7049999999997,12.296586924833964,751.7299999999999,5.881360386849211,760.5133333333333,9.487530412775076,745.755,12.878771939384063,756.6475,10.944747218034221,743.618,12.133874896338742,750.8839999999999,15.997821101637598,748.2483333333333,15.697918864189186,748.2483333333333,15.697918864189186,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
249,bitcoin,BTC,Bitcoin,2014-01-02,1,773.44,820.31,767.21,802.39,38489500.0,9781073921.0,0.6625,53.1,762.7049999999997,12.296586924833964,786.8949999999996,21.91323914897075,760.5133333333333,9.487530412775076,775.9333333333333,24.506518180544006,756.6475,10.944747218034221,770.9825000000001,22.325380735835175,750.8839999999999,15.997821101637598,765.7959999999999,22.54586170453476,748.2483333333333,15.697918864189186,759.4683333333334,25.43401062881488,755.9828571428571,24.98227152354629,755.9828571428571,24.98227152354629,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
250,bitcoin,BTC,Bitcoin,2014-01-03,1,802.85,834.15,789.12,818.72,37810100.0,9980135396.0,0.6573,45.03,786.8949999999996,21.91323914897075,810.5549999999996,11.547053736775776,775.9333333333333,24.506518180544006,797.5033333333331,24.035499440064378,770.9825000000001,22.325380735835175,786.6300000000001,29.29256447177898,765.7959999999999,22.54586170453476,780.53,28.80261706859306,759.4683333333334,25.43401062881488,774.6166666666668,29.55465558362457,755.9828571428571,24.98227152354629,767.9328571428572,32.258506224088094,763.825,32.046035636253094,763.825,32.046035636253094,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
251,bitcoin,BTC,Bitcoin,2014-01-04,1,823.27,859.51,801.67,859.51,38005000.0,10477362437.0,1.0,57.84,810.5549999999996,11.547053736775776,839.1149999999996,28.842885604599076,797.5033333333331,24.035499440064378,826.8733333333331,29.41991219112197,786.6300000000001,29.29256447177898,813.0050000000001,36.692553740506895,780.53,28.80261706859306,801.2059999999999,41.301811461484476,774.6166666666668,29.55465558362457,793.6933333333335,41.271208689190075,767.9328571428572,32.258506224088094,786.7442857142859,41.921975882641455,763.825,32.046035636253094,779.3800000000001,44.048258924567286,774.4566666666667,43.77066226366702,774.4566666666667,43.77066226366702,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
252,bitcoin,BTC,Bitcoin,2014-01-05,1,858.55,952.4,854.52,933.53,72898496.0,11379660685.0,0.8072,97.88,839.1149999999996,28.842885604599076,896.5199999999996,52.340043943427894,826.8733333333331,29.41991219112197,870.5866666666666,58.20097450501434,813.0050000000001,36.692553740506895,853.5375,58.488733601722906,801.2059999999999,41.301811461484476,837.1099999999999,62.57006272971132,793.6933333333335,41.271208689190075,823.2600000000001,65.44421441197083,786.7442857142859,41.921975882641455,813.6700000000001,64.90683862275237,779.3800000000001,44.048258924567286,805.0925000000001,64.80465431918132,774.4566666666667,43.77066226366702,796.5077777777778,65.86322888717537,790.364,65.06480516462888,790.364,65.06480516462888,805.1754545454546,78.88762277615376,805.1754545454546,78.88762277615376,804.9108333333334,75.22198269828183,804.9108333333334,75.22198269828183,807.8192307692308,72.77899335906605,807.8192307692308,72.77899335906605,810.6078571428571,70.69800020875053,810.6078571428571,70.69800020875053,814.466,69.74576277964341,814.466,69.74576277964341,820.68375,71.82436892633777,820.68375,71.82436892633777,823.1858823529411,70.30469437196425,823.1858823529411,70.30469437196425,824.1866666666667,68.33760527058037,824.1866666666667,68.33760527058037,824.6647368421053,66.44490009427373,824.6647368421053,66.44490009427373,826.4765000000001,65.17829395507943,826.4765000000001,65.17829395507943,826.9123809523811,63.55933715078867,826.9123809523811,63.55933715078867,826.3545454545456,62.08272213650746,826.3545454545456,62.08272213650746,826.9478260869566,60.722039952297266,826.9478260869566,60.722039952297266,828.7816666666668,60.06301586968743,828.7816666666668,60.06301586968743,830.4384000000001,59.37903471765103,830.4384000000001,59.37903471765103,831.7257692307693,58.548486584920546,831.7257692307693,58.548486584920546,832.2392592592594,57.473482107699475,832.2392592592594,57.473482107699475,831.8750000000001,56.43204353057794,831.8750000000001,56.43204353057794,830.674827586207,55.79079401918067,830.674827586207,55.79079401918067,831.4393333333335,54.98013546811212,831.4393333333335,54.98013546811212,833.1761290322581,54.91416050998262,833.1761290322581,54.91416050998262
